Datetime,AAPL Close,AAL Close,AAP Close,A Close,ABBV Close,ABT Close,ACGL Close,ACN Close
2024-01-16 09:30:00-05:00,182.5800018310547,13.052499771118164,61.40999984741211,129.38999938964844,162.10000610351562,113.69000244140625,78.38999938964844,352.7300109863281
2024-01-16 09:31:00-05:00,182.19500732421875,12.946000099182129,61.400001525878906,129.39500427246094,,113.37000274658203,78.45999908447266,353.8299865722656
2024-01-16 09:32:00-05:00,182.4499969482422,12.919899940490723,61.45500183105469,128.9600067138672,161.63999938964844,113.0999984741211,78.2249984741211,354.2099914550781
2024-01-16 09:33:00-05:00,182.25,12.920000076293945,61.6349983215332,128.91000366210938,161.80499267578125,113.0999984741211,78.2750015258789,354.57000732421875
2024-01-16 09:34:00-05:00,182.1199951171875,12.89009952545166,61.56489944458008,128.80999755859375,162.11000061035156,113.18499755859375,78.18000030517578,354.4100036621094
2024-01-16 09:35:00-05:00,182.38999938964844,12.885000228881836,61.5099983215332,129.17999267578125,162.02999877929688,113.29000091552734,78.0199966430664,354.3599853515625
2024-01-16 09:36:00-05:00,182.47999572753906,12.898300170898438,61.189998626708984,129.0,162.02000427246094,113.30000305175781,78.1500015258789,354.3399963378906
2024-01-16 09:37:00-05:00,182.27000427246094,12.855299949645996,61.09000015258789,129.10000610351562,162.22259521484375,113.5,78.13500213623047,354.3659973144531
2024-01-16 09:38:00-05:00,182.11500549316406,12.86989974975586,60.95000076293945,129.14999389648438,161.91000366210938,113.30999755859375,78.1500015258789,354.6300048828125
2024-01-16 09:39:00-05:00,182.0800018310547,12.920000076293945,61.04999923706055,129.3699951171875,161.9600067138672,113.29499816894531,77.87000274658203,354.5299987792969
2024-01-16 09:40:00-05:00,182.0384063720703,12.954999923706055,61.150001525878906,129.38999938964844,161.6199951171875,113.1449966430664,77.76499938964844,354.3599853515625
2024-01-16 09:41:00-05:00,181.99000549316406,12.914999961853027,61.13999938964844,129.38999938964844,161.71560668945312,113.12999725341797,77.83999633789062,354.19000244140625
2024-01-16 09:42:00-05:00,182.19500732421875,12.890000343322754,61.08000183105469,129.22000122070312,162.05999755859375,113.07830047607422,78.01499938964844,354.29998779296875
2024-01-16 09:43:00-05:00,182.35000610351562,12.9399995803833,61.040000915527344,129.1199951171875,161.85499572753906,113.07540130615234,78.01000213623047,354.7650146484375
2024-01-16 09:44:00-05:00,182.27000427246094,12.930000305175781,61.2599983215332,129.1999969482422,161.8699951171875,113.12999725341797,78.09500122070312,354.489990234375
2024-01-16 09:45:00-05:00,181.9333953857422,12.946000099182129,61.22169876098633,,161.59500122070312,113.0999984741211,78.05999755859375,354.47601318359375
2024-01-16 09:46:00-05:00,181.5050048828125,12.958200454711914,61.31999969482422,129.38999938964844,161.5800018310547,113.16000366210938,78.19999694824219,353.92999267578125
2024-01-16 09:47:00-05:00,181.2899932861328,12.9350004196167,61.220001220703125,129.2899932861328,161.69000244140625,113.19000244140625,78.37139892578125,353.4800109863281
2024-01-16 09:48:00-05:00,181.44000244140625,12.975000381469727,61.29999923706055,129.0749969482422,161.4949951171875,113.08000183105469,78.38999938964844,353.4599914550781
2024-01-16 09:49:00-05:00,181.1094970703125,12.967499732971191,61.38999938964844,129.2899932861328,161.63499450683594,113.12999725341797,78.26499938964844,353.3800048828125
2024-01-16 09:50:00-05:00,181.06329345703125,12.960000038146973,61.43000030517578,129.48500061035156,161.47999572753906,113.19000244140625,78.30999755859375,352.9700012207031
2024-01-16 09:51:00-05:00,181.0699005126953,12.96500015258789,61.52000045776367,129.3699951171875,161.39999389648438,113.11000061035156,78.1050033569336,352.94000244140625
2024-01-16 09:52:00-05:00,181.07000732421875,12.987199783325195,61.622501373291016,129.22999572753906,161.47000122070312,113.125,78.05999755859375,353.17498779296875
2024-01-16 09:53:00-05:00,181.27639770507812,12.925000190734863,61.52000045776367,129.11000061035156,161.5,113.0343017578125,78.2750015258789,353.3949890136719
2024-01-16 09:54:00-05:00,181.30499267578125,12.930000305175781,61.42499923706055,129.0500030517578,161.64999389648438,113.11000061035156,78.16999816894531,353.2355041503906
2024-01-16 09:55:00-05:00,181.31500244140625,12.925000190734863,61.31999969482422,,161.67999267578125,113.21499633789062,78.1449966430664,353.5
2024-01-16 09:56:00-05:00,181.27000427246094,12.924599647521973,61.25,129.1699981689453,161.58999633789062,113.19000244140625,78.16999816894531,353.3399963378906
2024-01-16 09:57:00-05:00,181.30499267578125,12.898500442504883,61.08000183105469,129.17999267578125,161.65499877929688,113.11599731445312,78.27999877929688,353.3599853515625
2024-01-16 09:58:00-05:00,181.2949981689453,12.889900207519531,61.0099983215332,128.9149932861328,161.625,113.0999984741211,78.3584976196289,353.2099914550781
2024-01-16 09:59:00-05:00,181.33999633789062,12.86989974975586,61.04999923706055,128.96499633789062,161.69000244140625,113.16999816894531,78.51000213623047,354.2699890136719
2024-01-16 10:00:00-05:00,181.15020751953125,12.875,61.20000076293945,129.11000061035156,161.77999877929688,113.28379821777344,78.41999816894531,354.010009765625
2024-01-16 10:01:00-05:00,181.57000732421875,12.904999732971191,61.209999084472656,129.24000549316406,161.55999755859375,113.22350311279297,78.3949966430664,353.7900085449219
2024-01-16 10:02:00-05:00,181.7100067138672,12.875,61.119998931884766,129.17999267578125,161.72999572753906,113.27999877929688,78.44499969482422,353.7200012207031
2024-01-16 10:03:00-05:00,181.3300018310547,12.880000114440918,61.10499954223633,129.2899932861328,161.77000427246094,113.27999877929688,78.46499633789062,353.6650085449219
2024-01-16 10:04:00-05:00,181.1699981689453,12.877099990844727,61.029998779296875,129.33999633789062,161.88999938964844,113.27999877929688,78.43000030517578,353.55999755859375
2024-01-16 10:05:00-05:00,181.07000732421875,12.898200035095215,61.05500030517578,,161.64999389648438,113.30000305175781,78.37300109863281,353.9049987792969
2024-01-16 10:06:00-05:00,181.19500732421875,12.904999732971191,61.21500015258789,129.44000244140625,161.66000366210938,113.30999755859375,78.38999938964844,353.67999267578125
2024-01-16 10:07:00-05:00,181.16009521484375,12.914999961853027,60.95000076293945,129.67999267578125,161.60499572753906,113.27999877929688,78.41999816894531,353.2200012207031
2024-01-16 10:08:00-05:00,181.33999633789062,12.9399995803833,60.9900016784668,129.43499755859375,161.4600067138672,113.2699966430664,78.41000366210938,353.3500061035156
2024-01-16 10:09:00-05:00,181.47000122070312,12.944999694824219,61.09000015258789,,161.39999389648438,113.40499877929688,78.45500183105469,353.3299865722656
2024-01-16 10:10:00-05:00,181.52000427246094,12.949999809265137,61.05500030517578,129.55499267578125,161.44000244140625,113.5,78.38999938964844,353.3500061035156
2024-01-16 10:11:00-05:00,181.52999877929688,12.914999961853027,61.040000915527344,129.72000122070312,161.7050018310547,113.53559875488281,78.41500091552734,353.0450134277344
2024-01-16 10:12:00-05:00,181.6199951171875,12.948800086975098,61.084999084472656,129.7899932861328,161.47000122070312,113.48999786376953,78.45999908447266,353.19000244140625
2024-01-16 10:13:00-05:00,181.80499267578125,12.9350004196167,61.125,129.75,161.47999572753906,113.49009704589844,78.50499725341797,353.42498779296875
2024-01-16 10:14:00-05:00,181.8350067138672,12.930000305175781,61.06999969482422,129.75999450683594,161.42999267578125,113.49500274658203,78.48999786376953,353.57000732421875
2024-01-16 10:15:00-05:00,181.6959991455078,12.9399995803833,61.220001220703125,129.73500061035156,161.3800048828125,113.51499938964844,78.36000061035156,353.45001220703125
2024-01-16 10:16:00-05:00,181.75,12.9350004196167,61.150001525878906,129.6999969482422,161.6300048828125,113.58000183105469,78.36000061035156,353.56500244140625
