Datetime,AAPL Open,AAL Open,AAP Open,A Open,ABBV Open,ABT Open,ACGL Open,ACN Open
2024-01-16 09:30:00-05:00,182.16000366210938,13.079999923706055,61.0,129.13999938964844,161.97999572753906,113.51000213623047,78.52999877929688,352.364990234375
2024-01-16 09:31:00-05:00,182.58999633789062,13.059000015258789,61.345001220703125,129.5,,113.55000305175781,78.38999938964844,353.1199951171875
2024-01-16 09:32:00-05:00,182.19500732421875,12.9399995803833,61.380001068115234,129.0399932861328,162.0,113.41000366210938,78.4000015258789,354.0400085449219
2024-01-16 09:33:00-05:00,182.4499969482422,12.914999961853027,61.45600128173828,128.91000366210938,161.66000366210938,113.06999969482422,78.13500213623047,354.19500732421875
2024-01-16 09:34:00-05:00,182.27000427246094,12.914999961853027,61.59000015258789,128.89999389648438,161.72000122070312,113.09500122070312,78.29000091552734,354.4599914550781
2024-01-16 09:35:00-05:00,182.1199951171875,12.895000457763672,61.47999954223633,129.02000427246094,162.05499267578125,113.19999694824219,78.12000274658203,354.4049987792969
2024-01-16 09:36:00-05:00,182.38999938964844,12.889900207519531,61.20000076293945,129.0399932861328,162.0500030517578,113.26000213623047,78.12999725341797,354.14599609375
2024-01-16 09:37:00-05:00,182.5,12.89780044555664,61.150001525878906,129.10000610351562,162.05999755859375,113.32499694824219,78.1449966430664,354.0899963378906
2024-01-16 09:38:00-05:00,182.25999450683594,12.85789966583252,60.95000076293945,129.3300018310547,162.2061004638672,113.45999908447266,78.13500213623047,354.3299865722656
2024-01-16 09:39:00-05:00,182.125,12.86970043182373,61.01499938964844,129.27000427246094,161.97999572753906,113.30999755859375,78.08999633789062,354.6300048828125
2024-01-16 09:40:00-05:00,182.08999633789062,12.914999961853027,61.05500030517578,129.38999938964844,161.8800048828125,113.2699966430664,77.80000305175781,354.5299987792969
2024-01-16 09:41:00-05:00,182.03109741210938,12.958600044250488,61.13999938964844,129.3800048828125,161.6300048828125,113.12999725341797,77.76499938964844,354.2807922363281
2024-01-16 09:42:00-05:00,182.00999450683594,12.920000076293945,61.130001068115234,129.3699951171875,161.74000549316406,113.12000274658203,77.8499984741211,354.18499755859375
2024-01-16 09:43:00-05:00,182.1999969482422,12.899999618530273,61.0526008605957,129.14999389648438,161.99000549316406,113.05999755859375,77.94000244140625,354.32000732421875
